City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
226,Tuktoyaktuk,CA,69.4541,-133.0374,-30.55,99,18,6.46,few clouds,2022-01-16 22:01:38
227,Grindavik,IS,63.8424,-22.4338,43.27,100,100,27.63,mist,2022-01-16 22:01:38
228,Izhma,RU,65.0083,53.9113,-8.48,100,99,2.98,overcast clouds,2022-01-16 21:59:52
229,Lalibela,ET,12.0333,39.0333,64.11,42,93,4.79,overcast clouds,2022-01-16 22:01:39
230,Kahului,US,20.8947,-156.47,81.66,77,0,8.99,clear sky,2022-01-16 22:01:39
231,La Ronge,CA,55.1001,-105.2842,11.52,94,100,4.36,overcast clouds,2022-01-16 22:01:39
232,Camana,PE,-16.6228,-72.7111,74.03,79,45,7.07,scattered clouds,2022-01-16 22:02:40
233,Jalu,LY,29.0331,21.5482,51.48,81,44,5.03,scattered clouds,2022-01-16 22:02:40
234,Saint Anthony,US,45.0205,-93.218,26.15,74,100,1.99,overcast clouds,2022-01-16 22:01:43
235,Waipawa,NZ,-41.4122,175.5153,70.93,68,8,9.01,clear sky,2022-01-16 22:02:40
236,Touros,BR,-5.1989,-35.4608,81.07,74,59,12.3,broken clouds,2022-01-16 22:02:40
237,East London,ZA,-33.0153,27.9116,75.07,88,37,3.22,scattered clouds,2022-01-16 22:00:33
238,Mogzon,RU,51.7435,111.9606,-15.11,100,93,1.86,overcast clouds,2022-01-16 22:02:41
239,Nome,US,64.5011,-165.4064,6.87,85,100,0.0,overcast clouds,2022-01-16 22:02:41
240,Cabo San Lucas,MX,22.8909,-109.9124,84.51,72,100,4.0,overcast clouds,2022-01-16 21:59:52
241,Rochegda,RU,62.8,43.25,21.18,95,100,9.57,light snow,2022-01-16 22:02:41
242,Bredasdorp,ZA,-34.5322,20.0403,66.22,79,44,3.2,scattered clouds,2022-01-16 22:02:42
243,Upata,VE,8.0086,-62.3989,76.19,86,39,5.48,scattered clouds,2022-01-16 22:02:42
244,Autun,FR,46.95,4.3,29.23,78,80,1.66,broken clouds,2022-01-16 22:02:42
245,Rio Gallegos,AR,-51.6226,-69.2181,43.32,84,95,13.2,moderate rain,2022-01-16 22:02:43
246,Mariinsk,RU,56.2139,87.7472,32.76,96,100,9.28,overcast clouds,2022-01-16 22:02:43
247,Minas,UY,-34.3759,-55.2377,82.87,52,80,6.8,broken clouds,2022-01-16 21:59:26
248,Gravdal,NO,68.1214,13.5031,29.88,63,100,29.17,overcast clouds,2022-01-16 22:02:43
249,Lander,US,42.833,-108.7307,45.99,34,0,0.0,clear sky,2022-01-16 22:02:43
250,Uray,RU,60.1247,64.7758,12.58,95,100,11.65,light snow,2022-01-16 22:02:44
251,Suez,EG,29.9737,32.5263,51.58,72,92,11.43,overcast clouds,2022-01-16 22:00:33
252,Paita,PE,-5.0892,-81.1144,73.31,79,22,18.75,few clouds,2022-01-16 22:02:44
253,Fortuna,US,40.5982,-124.1573,55.92,83,0,8.05,clear sky,2022-01-16 22:02:44
254,Redlands,US,34.0556,-117.1825,74.25,25,49,1.01,scattered clouds,2022-01-16 22:00:11
255,Yasnyy,RU,51.0333,59.8742,15.62,93,99,19.19,overcast clouds,2022-01-16 22:02:45
256,Teguise,ES,29.0605,-13.564,62.82,68,100,13.8,overcast clouds,2022-01-16 22:02:45
257,Kabinda,CD,-6.1333,24.4833,65.55,98,89,2.66,overcast clouds,2022-01-16 22:02:45
258,Emba,KZ,48.8264,58.1442,22.55,95,99,15.1,light snow,2022-01-16 22:02:46
259,Pisco,PE,-13.7,-76.2167,72.01,89,23,10.18,few clouds,2022-01-16 22:02:46
260,Luis Correia,BR,-2.8792,-41.6669,79.72,79,64,8.39,broken clouds,2022-01-16 22:02:46
261,Puri,IN,19.8,85.85,63.12,70,0,7.74,clear sky,2022-01-16 22:02:46
262,Assiniboia,CA,49.6334,-105.9845,24.64,90,74,7.45,broken clouds,2022-01-16 22:02:47
263,Victoria,HK,22.2855,114.1577,64.45,83,76,4.0,broken clouds,2022-01-16 22:01:12
264,Ostrovnoy,RU,68.0531,39.5131,26.37,89,100,22.01,light snow,2022-01-16 22:02:47
265,Egvekinot,RU,66.3167,-179.1667,-17.16,87,8,10.92,clear sky,2022-01-16 22:02:47
266,Santa Cruz,BO,-17.8,-63.1667,89.65,48,40,26.46,scattered clouds,2022-01-16 21:58:37
267,Pevek,RU,69.7008,170.3133,-25.62,96,42,2.19,scattered clouds,2022-01-16 22:02:48
268,Guamal,CO,9.1433,-74.2238,86.5,58,94,3.65,overcast clouds,2022-01-16 22:00:36
269,Baoro,CF,5.6667,15.9667,69.94,29,98,3.31,overcast clouds,2022-01-16 22:02:48
270,Ishigaki,JP,24.3448,124.1572,69.93,79,97,6.35,overcast clouds,2022-01-16 22:02:48
271,Novyy Svit,UA,47.8059,38.0211,27.57,90,77,6.69,broken clouds,2022-01-16 22:02:49
272,Smidovich,RU,48.6,133.8167,4.19,97,100,2.64,light snow,2022-01-16 22:02:49
273,Swindon,GB,51.558,-1.7812,43.9,92,69,1.01,broken clouds,2022-01-16 22:02:49
274,Antofagasta,CL,-23.65,-70.4,72.21,49,5,7.11,clear sky,2022-01-16 21:59:44
275,Kualakapuas,ID,-3.0091,114.3876,75.36,95,98,1.63,overcast clouds,2022-01-16 22:02:49
276,Pitimbu,BR,-7.4706,-34.8086,80.17,73,84,11.32,broken clouds,2022-01-16 22:03:50
277,Lompoc,US,34.6391,-120.4579,71.69,60,52,3.0,broken clouds,2022-01-16 22:03:50
278,Auki,SB,-8.7676,160.7034,82.87,78,98,6.49,overcast clouds,2022-01-16 22:03:50
279,Kavaratti,IN,10.5669,72.642,79.09,70,39,5.1,scattered clouds,2022-01-16 22:03:51
280,Sitka,US,57.0531,-135.33,36.41,99,100,0.72,light rain,2022-01-16 22:03:51
281,Lesnoy,RU,57.6198,63.0784,6.26,92,100,11.45,overcast clouds,2022-01-16 22:03:51
282,Savannah Bight,HN,16.45,-85.85,78.01,74,19,20.76,few clouds,2022-01-16 22:03:51
283,Isangel,VU,-19.55,169.2667,81.03,63,3,9.17,clear sky,2022-01-16 22:03:52
284,Kangaatsiaq,GL,68.3065,-53.4641,8.53,84,100,2.98,overcast clouds,2022-01-16 22:03:52
285,Chokurdakh,RU,70.6333,147.9167,-40.9,99,88,6.64,overcast clouds,2022-01-16 22:03:52
286,Faanui,PF,-16.4833,-151.75,80.58,80,100,16.15,light rain,2022-01-16 22:03:52
287,Rawson,AR,-43.3002,-65.1023,67.55,18,7,14.03,clear sky,2022-01-16 22:03:53
288,Warrnambool,AU,-38.3833,142.4833,66.81,79,100,9.4,overcast clouds,2022-01-16 22:03:53
289,Batticaloa,LK,7.7102,81.6924,77.18,82,35,6.4,scattered clouds,2022-01-16 22:03:53
290,Acapulco,MX,16.8634,-99.8901,80.67,70,18,7.74,few clouds,2022-01-16 22:00:23
291,Nemuro,JP,43.3236,145.575,31.87,98,100,16.73,light snow,2022-01-16 22:03:54
292,Labuhan,ID,-6.8844,112.2051,78.71,83,100,9.33,moderate rain,2022-01-16 22:03:54
293,Nalut,LY,30.3333,10.85,47.57,60,95,9.69,overcast clouds,2022-01-16 22:03:54
294,Maragogi,BR,-9.0122,-35.2225,79.21,75,68,8.9,broken clouds,2022-01-16 22:03:55
295,Kalemie,CD,-5.9475,29.1947,67.66,88,100,2.91,overcast clouds,2022-01-16 22:03:55
296,Ambilobe,MG,-13.2,49.05,76.77,92,98,2.28,overcast clouds,2022-01-16 22:03:55
297,Nabire,ID,-3.3667,135.4833,76.14,92,100,2.24,overcast clouds,2022-01-16 22:03:55
298,Tilichiki,RU,60.4667,166.1,-21.75,90,7,10.51,clear sky,2022-01-16 22:03:56
299,Dalianwan,CN,39.0286,121.695,17.64,86,0,2.24,clear sky,2022-01-16 22:03:56
300,Tongzi,CN,28.7829,105.0877,47.95,77,100,2.15,overcast clouds,2022-01-16 22:03:56
301,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.01,84,73,11.54,broken clouds,2022-01-16 22:03:56
302,Teplodar,UA,46.5059,30.3252,26.24,71,15,6.71,few clouds,2022-01-16 22:03:57
303,Vegreville,CA,53.5001,-112.0518,24.53,91,100,5.08,overcast clouds,2022-01-16 22:00:16
304,Hambantota,LK,6.1241,81.1185,75.54,100,20,8.05,few clouds,2022-01-16 22:03:57
305,Green Valley,US,31.8543,-110.9937,76.32,16,50,1.01,scattered clouds,2022-01-16 22:03:57
306,Tsiroanomandidy,MG,-18.7667,46.0333,67.19,96,100,1.83,moderate rain,2022-01-16 22:03:58
307,Chapulco,MX,18.6083,-97.4167,59.4,59,42,6.76,scattered clouds,2022-01-16 22:03:58
308,Ayan,RU,56.45,138.1667,-7.64,79,41,10.07,scattered clouds,2022-01-16 22:03:58
309,Asyut,EG,27.181,31.1837,50.18,51,100,11.23,overcast clouds,2022-01-16 22:03:58
310,Ardakan,IR,32.31,54.0175,46.29,40,0,3.44,clear sky,2022-01-16 22:03:59
311,Bathsheba,BB,13.2167,-59.5167,77.81,69,16,16.75,few clouds,2022-01-16 22:03:59
312,Palmer,US,42.1584,-72.3287,26.55,44,75,0.0,broken clouds,2022-01-16 22:02:41
313,Vanino,RU,49.0869,140.2543,9.72,93,100,4.34,overcast clouds,2022-01-16 22:03:59
314,Taitung,TW,22.7583,121.1444,69.44,83,98,7.72,overcast clouds,2022-01-16 22:04:00
315,Birao,CF,10.2849,22.7882,73.56,24,87,4.85,overcast clouds,2022-01-16 22:04:00
316,General Roca,AR,-39.0333,-67.5833,77.97,17,42,19.37,scattered clouds,2022-01-16 22:04:00
317,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,45,75,17.9,light snow,2022-01-16 22:04:00
318,Kavieng,PG,-2.5744,150.7967,81.73,77,97,2.84,light rain,2022-01-16 22:04:01
319,Longyearbyen,SJ,78.2186,15.6401,8.44,72,75,9.22,broken clouds,2022-01-16 22:01:30
320,Tura,IN,25.5198,90.2201,54.5,64,0,3.76,clear sky,2022-01-16 22:04:01
321,Sorland,NO,67.667,12.6934,30.27,75,100,23.85,overcast clouds,2022-01-16 22:04:01
322,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,19,20,17.27,few clouds,2022-01-16 22:04:01
323,Severo-Kurilsk,RU,50.6789,156.125,22.77,65,21,5.14,few clouds,2022-01-16 22:05:02
324,Zorritos,PE,-3.6805,-80.6782,80.89,71,35,12.06,scattered clouds,2022-01-16 22:05:02
325,Kaseda,JP,31.4167,130.3167,37.85,65,75,20.18,broken clouds,2022-01-16 22:05:02
326,Necochea,AR,-38.5473,-58.7368,67.03,76,91,21.45,overcast clouds,2022-01-16 22:05:03
327,Nerchinskiy Zavod,RU,51.3088,119.61,-31.32,100,49,2.44,scattered clouds,2022-01-16 22:05:03
328,Puerto Colombia,CO,10.9878,-74.9547,82.49,81,6,19.24,clear sky,2022-01-16 22:05:03
329,Lishu,CN,43.3047,124.3278,8.55,69,100,5.5,overcast clouds,2022-01-16 22:05:03
330,Chihuahua,MX,28.5,-106.0,59.83,9,18,3.74,few clouds,2022-01-16 22:05:04
331,Svetlyy,RU,54.675,20.1347,37.45,91,100,25.95,overcast clouds,2022-01-16 22:05:04
332,Alexandria,EG,31.2156,29.9553,54.57,59,96,16.62,overcast clouds,2022-01-16 22:00:12
333,High Level,CA,58.5169,-117.136,4.3,95,100,6.11,overcast clouds,2022-01-16 22:05:04
334,Newport,GB,51.5877,-2.9984,44.55,84,13,5.79,few clouds,2022-01-16 22:05:05
335,Port Lincoln,AU,-34.7333,135.8667,65.62,74,100,11.25,overcast clouds,2022-01-16 22:00:57
336,Beloha,MG,-25.1667,45.05,72.27,89,30,9.89,scattered clouds,2022-01-16 22:05:05
337,Palu,ID,-0.8917,119.8707,73.45,93,100,2.64,light rain,2022-01-16 22:05:05
338,Raudeberg,NO,61.9875,5.1352,34.47,70,100,5.99,overcast clouds,2022-01-16 22:05:05
339,Boende,CD,-0.2167,20.8667,70.59,96,100,0.36,overcast clouds,2022-01-16 22:05:06
340,Nanakuli,US,21.3906,-158.1547,80.55,61,40,6.91,scattered clouds,2022-01-16 22:05:06
341,Kindu,CD,-2.95,25.95,65.64,99,100,1.59,overcast clouds,2022-01-16 22:05:06
342,Coari,BR,-4.085,-63.1414,78.58,87,96,2.21,overcast clouds,2022-01-16 22:05:07
343,Acarau,BR,-2.8856,-40.12,80.58,76,22,12.24,few clouds,2022-01-16 22:05:07
344,Caucaia,BR,-3.7361,-38.6531,81.07,87,40,2.3,scattered clouds,2022-01-16 22:05:07
345,Kendari,ID,-3.945,122.4989,75.09,90,100,0.78,overcast clouds,2022-01-16 22:05:07
346,Gisborne,NZ,-38.6533,178.0042,67.95,81,100,19.75,overcast clouds,2022-01-16 22:05:08
347,Douglas,US,41.3,-96.167,46.27,73,100,1.01,overcast clouds,2022-01-16 22:05:08
348,Laakirchen,AT,47.9819,13.8217,37.58,77,94,11.77,overcast clouds,2022-01-16 22:05:08
349,Danilov,RU,58.1908,40.1717,18.9,91,100,11.14,overcast clouds,2022-01-16 22:05:09
350,Cayenne,GF,4.9333,-52.3333,80.64,84,20,7.0,few clouds,2022-01-16 22:05:09
351,Sabha,LY,27.0377,14.4283,46.24,66,4,9.15,clear sky,2022-01-16 22:05:09
352,Hamilton,US,39.1834,-84.5333,33.53,77,100,1.99,light snow,2022-01-16 22:00:57
353,Bandarbeyla,SO,9.4942,50.8122,75.36,68,82,13.42,broken clouds,2022-01-16 22:05:09
354,Lavrentiya,RU,65.5833,-171.0,-14.87,94,82,9.17,broken clouds,2022-01-16 22:05:10
355,La Rioja,ES,42.25,-2.5,34.05,69,100,4.99,overcast clouds,2022-01-16 22:01:33
356,Fernley,US,39.608,-119.2518,53.02,34,23,2.44,few clouds,2022-01-16 22:05:10
357,Solnechnyy,RU,50.7214,136.6319,3.61,93,100,6.8,overcast clouds,2022-01-16 22:05:10
358,Arlit,NE,18.7369,7.3853,57.76,17,65,15.61,broken clouds,2022-01-16 22:05:11
359,Rutana,BI,-3.8667,30.1,55.18,89,100,2.24,overcast clouds,2022-01-16 22:05:11
360,Galle,LK,6.0367,80.217,74.39,88,35,6.64,scattered clouds,2022-01-16 22:05:11
361,Gazli,UZ,40.1333,63.45,39.4,77,20,8.46,few clouds,2022-01-16 22:05:11
362,Steinbach,DE,50.1667,8.5667,38.66,80,75,11.5,broken clouds,2022-01-16 22:05:12
363,Beira,MZ,-19.8436,34.8389,80.91,75,93,11.54,light rain,2022-01-16 22:05:12
364,Cape Coast,GH,5.1053,-1.2466,80.11,85,84,8.7,broken clouds,2022-01-16 22:05:12
365,Russell,US,32.3502,-85.1999,38.12,92,100,5.75,overcast clouds,2022-01-16 22:05:13
366,Bengkulu,ID,-3.8004,102.2655,74.79,90,61,4.29,broken clouds,2022-01-16 22:05:13
367,Olafsvik,IS,64.8945,-23.7142,42.64,97,100,19.01,moderate rain,2022-01-16 22:05:13
368,Mecca,SA,21.4267,39.8261,62.74,58,1,6.44,clear sky,2022-01-16 22:04:54
369,Santa Rosa,PH,14.3122,121.1114,73.11,78,99,11.74,overcast clouds,2022-01-16 22:02:34
370,La Cruz,MX,23.9167,-106.9,76.69,66,87,5.06,overcast clouds,2022-01-16 22:06:14
371,Verkhnevilyuysk,RU,63.4453,120.3167,-47.15,100,61,1.5,broken clouds,2022-01-16 22:06:14
372,Varzelandia,BR,-15.7014,-44.0275,70.02,78,57,1.66,broken clouds,2022-01-16 22:06:14
373,Jiuquan,CN,39.7432,98.5174,22.68,45,95,3.18,overcast clouds,2022-01-16 22:06:14
374,Cape Canaveral,US,28.4058,-80.6048,66.18,62,0,17.27,clear sky,2022-01-16 22:05:21
375,Port Hardy,CA,50.6996,-127.4199,46.76,95,100,18.66,moderate rain,2022-01-16 22:06:15
376,Atbasar,KZ,51.8,68.3333,8.6,88,93,20.29,overcast clouds,2022-01-16 22:06:15
377,Vao,NC,-22.6667,167.4833,76.06,75,25,17.18,scattered clouds,2022-01-16 22:06:15
378,Wasserburg,DE,48.4411,10.2693,36.28,84,99,10.67,overcast clouds,2022-01-16 22:06:15
379,Oregon,US,44.0001,-120.5014,46.58,83,36,3.89,scattered clouds,2022-01-16 22:06:16
380,Wharton,US,29.3116,-96.1027,60.84,29,0,9.22,clear sky,2022-01-16 22:06:16
381,Emerald,AU,-23.5333,148.1667,81.34,71,23,9.53,few clouds,2022-01-16 22:06:16
382,Mount Isa,AU,-20.7333,139.5,87.57,45,100,14.97,overcast clouds,2022-01-16 22:06:17
383,Abuyog,PH,10.6667,125.05,74.52,92,89,9.75,overcast clouds,2022-01-16 22:06:17
384,Alberton,CA,46.8168,-64.0654,14.07,76,0,14.09,clear sky,2022-01-16 22:06:17
385,Igrim,RU,63.1906,64.4162,-10.86,100,100,5.19,overcast clouds,2022-01-16 22:06:17
386,East Stroudsburg,US,40.9995,-75.1813,27.05,73,100,5.73,overcast clouds,2022-01-16 22:06:18
387,Beringovskiy,RU,63.05,179.3167,-14.66,88,23,18.16,few clouds,2022-01-16 22:06:18
388,Kalabo,ZM,-14.97,22.6814,71.73,48,61,4.94,broken clouds,2022-01-16 22:06:18
389,Alta Floresta,BR,-9.8756,-56.0861,74.64,90,64,1.59,broken clouds,2022-01-16 22:06:19
390,Ocara,BR,-4.4908,-38.5967,79.99,84,58,5.32,broken clouds,2022-01-16 22:02:18
391,The Valley,AI,18.217,-63.0578,78.94,73,20,12.66,few clouds,2022-01-16 22:05:40
392,Diffa,NE,13.3154,12.6113,65.68,20,98,12.06,overcast clouds,2022-01-16 22:06:19
393,Coihaique,CL,-45.5752,-72.0662,55.35,44,20,6.91,few clouds,2022-01-16 22:06:09
394,Uspenka,UA,48.3903,39.1619,20.53,95,54,5.7,broken clouds,2022-01-16 22:06:19
395,Peto,MX,20.1333,-88.9167,77.05,40,80,6.02,broken clouds,2022-01-16 22:06:19
396,Izumo,JP,35.3667,132.7667,42.69,56,75,12.66,broken clouds,2022-01-16 22:06:20
397,Alofi,NU,-19.0595,-169.9187,80.15,68,44,11.43,scattered clouds,2022-01-16 22:06:20
398,Laguna,US,38.421,-121.4238,67.14,67,0,1.99,clear sky,2022-01-16 22:06:20
399,Abbeville,FR,50.1,1.8333,44.49,94,14,4.25,few clouds,2022-01-16 22:06:21
400,Elmadag,TR,39.9208,33.2308,23.29,70,0,3.56,clear sky,2022-01-16 22:06:21
401,Teknaf,BD,20.8624,92.3058,61.59,70,0,10.2,clear sky,2022-01-16 22:06:21
402,Birobidzhan,RU,48.8,132.95,4.33,98,100,2.33,light snow,2022-01-16 22:06:21
403,Montepuez,MZ,-13.1256,38.9997,69.28,98,98,2.95,moderate rain,2022-01-16 22:06:22
404,Guerrero Negro,MX,27.9769,-114.0611,70.75,34,93,14.65,overcast clouds,2022-01-16 22:06:22
405,Jambi,ID,-1.6,103.6167,72.97,99,95,2.64,overcast clouds,2022-01-16 22:06:22
406,Thinadhoo,MV,0.5333,72.9333,81.19,69,100,1.5,overcast clouds,2022-01-16 22:06:23
407,Mandan,US,46.8267,-100.8896,39.04,85,100,14.97,overcast clouds,2022-01-16 22:06:23
408,Muyezerskiy,RU,63.9333,31.65,28.74,86,100,17.09,light snow,2022-01-16 22:06:23
409,Concordia,AR,-31.393,-58.0209,88.79,55,54,8.01,broken clouds,2022-01-16 22:06:23
410,La Reforma,MX,25.0833,-108.05,85.75,49,99,8.43,overcast clouds,2022-01-16 22:06:24
411,Kaeo,NZ,-35.1,173.7833,79.32,61,0,3.89,clear sky,2022-01-16 22:06:24
412,Arman,RU,59.7,150.1667,-7.19,80,2,9.53,clear sky,2022-01-16 22:06:24
413,Yaan,NG,7.3833,8.5667,86.13,16,100,0.56,overcast clouds,2022-01-16 22:06:24
414,Whitehorse,CA,60.7161,-135.0538,27.37,87,100,8.01,light snow,2022-01-16 22:03:04
415,Mugur-Aksy,RU,50.35,90.5,11.07,75,100,7.56,overcast clouds,2022-01-16 22:07:25
416,Mucuri,BR,-18.0864,-39.5508,78.01,82,21,9.46,few clouds,2022-01-16 22:07:25
417,Bam,IR,29.106,58.357,57.11,70,20,9.04,few clouds,2022-01-16 22:07:25
418,Juanacatlan,MX,20.5167,-103.1667,78.22,17,75,9.22,broken clouds,2022-01-16 22:07:26
419,Wadi Musa,JO,30.3222,35.4793,36.34,94,100,7.87,overcast clouds,2022-01-16 22:07:26
420,Dingle,PH,10.9995,122.6711,71.04,93,99,9.15,overcast clouds,2022-01-16 22:07:26
421,Madimba,TZ,-10.4,40.3333,80.19,81,100,5.46,overcast clouds,2022-01-16 22:07:27
422,Luderitz,NA,-26.6481,15.1594,68.45,83,0,12.03,clear sky,2022-01-16 22:07:27
423,San Francisco,US,37.7749,-122.4194,67.64,56,75,3.0,broken clouds,2022-01-16 22:03:19
424,Srednekolymsk,RU,67.45,153.6833,-40.34,98,44,6.91,scattered clouds,2022-01-16 22:07:27
425,Kloulklubed,PW,7.0419,134.2556,81.86,78,98,14.67,overcast clouds,2022-01-16 22:07:27
426,Kurumkan,RU,54.3,110.3,-11.4,93,96,3.67,overcast clouds,2022-01-16 22:07:28
427,Tautira,PF,-17.7333,-149.15,84.22,78,100,15.9,light rain,2022-01-16 22:07:28
428,Edgewater,US,28.9889,-80.9023,65.01,55,75,19.89,broken clouds,2022-01-16 22:07:28
429,Henties Bay,NA,-22.116,14.2845,68.86,86,95,8.16,overcast clouds,2022-01-16 22:07:29
430,Road Town,VG,18.4167,-64.6167,80.69,83,40,9.22,scattered clouds,2022-01-16 22:07:29
431,Nanortalik,GL,60.1432,-45.2371,26.58,74,100,21.16,overcast clouds,2022-01-16 22:07:29
432,Diego De Almagro,CL,-26.3667,-70.05,74.71,41,0,12.21,clear sky,2022-01-16 22:07:29
433,Nacogdoches,US,31.6002,-94.6335,55.58,45,0,8.05,clear sky,2022-01-16 22:07:19
434,Xuddur,SO,4.1213,43.8894,75.2,60,100,14.09,overcast clouds,2022-01-16 22:07:30
435,Rorvik,NO,64.8621,11.2373,34.93,61,100,32.48,light snow,2022-01-16 22:07:30
436,Juneau,US,58.3019,-134.4197,38.84,97,100,0.0,snow,2022-01-16 22:07:30
437,Obera,AR,-27.4871,-55.1199,97.32,25,83,5.21,broken clouds,2022-01-16 22:07:31
438,Amapa,BR,1.0,-52.0,72.59,97,100,3.96,overcast clouds,2022-01-16 22:07:31
439,Broken Hill,AU,-31.95,141.4333,75.83,43,100,14.97,overcast clouds,2022-01-16 22:07:31
440,Pokrovsk,UA,48.282,37.1758,23.58,94,35,6.53,scattered clouds,2022-01-16 22:07:32
441,Komsomolskiy,UZ,40.4272,71.7189,42.22,42,95,4.29,overcast clouds,2022-01-16 22:07:32
442,Geraldton,AU,-28.7667,114.6,64.81,88,15,12.66,few clouds,2022-01-16 22:07:32
443,Huarmey,PE,-10.0681,-78.1522,75.27,74,55,10.45,broken clouds,2022-01-16 22:07:32
444,Tazovskiy,RU,67.4667,78.7,6.03,94,99,12.57,overcast clouds,2022-01-16 22:07:33
445,Balkanabat,TM,39.5108,54.3671,41.4,57,100,5.61,overcast clouds,2022-01-16 22:07:33
446,Storslett,NO,69.7678,21.0247,15.33,87,100,6.6,overcast clouds,2022-01-16 22:07:33
447,Ylojarvi,FI,61.5563,23.5961,28.94,92,0,8.05,clear sky,2022-01-16 22:07:33
448,Thongwa,MM,16.7619,96.5278,73.56,83,64,4.7,broken clouds,2022-01-16 22:07:34
449,Melito Di Porto Salvo,IT,37.9222,15.7714,56.79,76,0,10.36,clear sky,2022-01-16 22:07:34
450,Nioro,GM,13.35,-15.75,79.38,51,100,5.82,overcast clouds,2022-01-16 22:07:34
451,Coatzintla,MX,20.4833,-97.45,73.98,27,0,0.0,clear sky,2022-01-16 22:07:35
