City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
392,Goderich,CA,2022-01-15 16:27:13,43.7501,-81.7165,3.9,55,100,11.5
393,Batan,CR,2022-01-15 16:27:13,10.0844,-83.341,78.62,58,25,3.58
394,Kavieng,PG,2022-01-15 16:27:13,-2.5744,150.7967,82.0,77,51,6.73
395,Turkistan,KZ,2022-01-15 16:27:14,43.0,68.0,42.24,85,100,8.32
396,Anzio,IT,2022-01-15 16:27:14,41.4853,12.6179,56.32,65,0,9.01
397,Nhulunbuy,AU,2022-01-15 16:27:14,-12.2333,136.7667,81.21,89,40,5.75
398,Belaya Gora,RU,2022-01-15 16:27:15,68.5333,146.4167,-28.91,97,100,2.17
399,Inhambane,MZ,2022-01-15 16:26:17,-23.865,35.3833,80.58,83,75,6.91
400,Nampula,MZ,2022-01-15 16:27:15,-15.1165,39.2666,75.15,88,75,9.22
401,Kasane,BW,2022-01-15 16:27:15,-17.8167,25.15,77.09,53,20,5.75
402,San Felipe,VE,2022-01-15 16:27:16,10.3399,-68.7425,86.43,49,77,5.21
403,Alanya,TR,2022-01-15 16:27:16,36.5438,31.9998,55.53,50,0,10.8
404,Raga,SS,2022-01-15 16:27:16,8.4596,25.678,92.43,25,50,3.27
405,Karpathos,GR,2022-01-15 16:27:16,35.507,27.2132,57.16,58,20,25.32
406,Bonthe,SL,2022-01-15 16:27:17,7.5264,-12.505,85.89,61,95,11.5
407,Campbellsville,US,2022-01-15 16:27:17,37.3434,-85.3419,38.71,58,100,1.99
408,Hualmay,PE,2022-01-15 16:27:17,-11.0964,-77.6139,74.71,75,100,7.67
409,Tura,IN,2022-01-15 16:27:18,25.5198,90.2201,57.56,61,0,2.64
410,Kudahuvadhoo,MV,2022-01-15 16:28:18,2.6708,72.8944,82.63,72,100,12.68
411,Waipawa,NZ,2022-01-15 16:28:19,-41.4122,175.5153,50.63,91,35,4.47
412,Buala,SB,2022-01-15 16:28:19,-8.145,159.5921,79.9,85,100,9.53
413,Carutapera,BR,2022-01-15 16:28:19,-1.195,-46.02,82.9,77,42,5.86
414,Enkoping,SE,2022-01-15 16:28:19,59.6361,17.0777,31.21,77,99,5.95
415,Camocim,BR,2022-01-15 16:28:20,-2.9022,-40.8411,84.94,66,42,10.04
416,Ajaccio,FR,2022-01-15 16:28:20,42.0,8.9167,49.98,67,100,4.61
417,Weligama,LK,2022-01-15 16:28:20,5.9667,80.4167,76.93,86,43,2.24
418,Panevezys,LT,2022-01-15 16:28:21,55.7333,24.35,32.92,80,44,13.09
419,Hervey Bay,AU,2022-01-15 16:28:21,-25.2986,152.8535,71.71,70,2,9.62
420,Kakonko,TZ,2022-01-15 16:28:21,-3.2828,30.9642,67.62,88,99,4.43
421,Juegang,CN,2022-01-15 16:28:21,32.3174,121.1855,41.92,75,100,6.11
422,Samarai,PG,2022-01-15 16:28:22,-10.6167,150.6667,79.97,80,58,9.06
423,Luanda,AO,2022-01-15 16:27:34,-8.8368,13.2343,80.6,69,40,6.91
424,New Castle,US,2022-01-15 16:27:50,41.0037,-80.347,20.23,62,100,5.75
425,Guerrero Negro,MX,2022-01-15 16:28:22,27.9769,-114.0611,66.88,60,100,3.18
426,Egvekinot,RU,2022-01-15 16:28:22,66.3167,-179.1667,-14.98,82,2,15.5
427,Progreso,MX,2022-01-15 16:28:23,21.2833,-89.6667,77.11,49,0,10.89
428,Bilibino,RU,2022-01-15 16:28:23,68.0546,166.4372,-29.49,98,9,4.18
429,Nenjiang,CN,2022-01-15 16:28:23,49.1833,125.2167,1.65,94,100,11.01
430,Colina,BR,2022-01-15 16:28:23,-20.7133,-48.5408,86.38,55,55,3.58
431,Nikolskoye,RU,2022-01-15 16:28:24,59.7035,30.7861,31.89,92,46,9.71
432,Rovenki,UA,2022-01-15 16:28:24,48.0833,39.3776,24.84,95,89,10.51
433,Kimberley,ZA,2022-01-15 16:28:24,-28.7323,24.7623,67.69,88,100,4.61
434,Puerto Escondido,MX,2022-01-15 16:28:25,15.85,-97.0667,80.91,59,3,4.05
435,Tombouctou,ML,2022-01-15 16:28:25,20.0,-3.0,70.72,12,5,16.42
436,Nome,US,2022-01-15 16:28:25,64.5011,-165.4064,12.27,85,100,3.44
437,Nakuru,KE,2022-01-15 16:28:25,-0.2833,36.0667,65.7,62,100,2.77
438,Gladstone,AU,2022-01-15 16:28:26,-23.85,151.25,78.78,78,40,6.91
439,Chaoyang,CN,2022-01-15 16:28:26,41.5703,120.4586,15.01,34,0,12.03
440,Tres Arroyos,AR,2022-01-15 16:28:27,-38.3739,-60.2798,104.58,14,9,10.85
441,Douglas,US,2022-01-15 16:28:27,41.3,-96.167,14.4,80,100,4.0
442,Dindori,IN,2022-01-15 16:28:27,22.95,81.0833,55.13,75,5,6.53
443,Serendah,MY,2022-01-15 16:28:28,3.3646,101.6041,82.18,83,50,2.51
444,Urumqi,CN,2022-01-15 16:28:28,43.801,87.6005,4.15,85,32,2.24
445,Evans,US,2022-01-15 16:28:28,33.5337,-82.1307,48.04,62,0,3.0
446,Cavalcante,BR,2022-01-15 16:28:28,-13.7975,-47.4583,79.23,57,1,9.19
447,Glazunovka,RU,2022-01-15 16:28:29,52.4986,36.3275,24.4,87,99,17.16
448,Porosozero,RU,2022-01-15 16:28:29,62.7191,32.727,20.5,93,100,8.95
449,Xuanzhou,CN,2022-01-15 16:28:30,30.9525,118.7553,44.62,72,100,2.37
450,Araouane,ML,2022-01-15 16:28:30,18.9048,-3.5265,72.19,13,14,16.75
451,Mecca,SA,2022-01-15 16:23:44,21.4267,39.8261,69.03,58,78,7.52
452,Vitorino Freire,BR,2022-01-15 16:28:31,-4.0667,-45.1667,83.1,77,83,3.18
453,Alamosa,US,2022-01-15 16:28:32,37.4695,-105.87,22.35,79,0,0.0
454,Kano,NG,2022-01-15 16:24:35,12.0001,8.5167,87.69,11,0,8.05
455,Doctor Arroyo,MX,2022-01-15 16:28:32,23.6667,-100.1833,64.17,26,6,6.46
456,Yanam,IN,2022-01-15 16:29:32,16.7333,82.2167,72.0,81,20,6.26
457,Marsa Matruh,EG,2022-01-15 16:29:32,31.3525,27.2453,57.4,62,40,9.22
458,Manta,EC,2022-01-15 16:29:33,-0.95,-80.7333,76.78,83,100,3.44
459,Cortez,US,2022-01-15 16:29:33,37.3489,-108.5859,37.42,63,0,4.61
460,Oksfjord,NO,2022-01-15 16:29:33,70.2396,22.3479,25.72,95,100,3.76
461,Balakhninskiy,RU,2022-01-15 16:29:33,58.0106,114.2769,-10.75,100,100,2.33
462,Portland,US,2022-01-15 16:29:34,45.5234,-122.6762,39.88,94,100,4.0
463,Kununurra,AU,2022-01-15 16:29:34,-15.7667,128.7333,76.98,100,40,4.61
464,Ponta Do Sol,PT,2022-01-15 16:29:34,32.6667,-17.1,71.71,66,100,12.55
465,Morehead,US,2022-01-15 16:29:34,37.2711,-87.1764,38.1,78,100,1.99
466,Mwense,ZM,2022-01-15 16:29:35,-10.3845,28.698,70.9,87,100,1.95
467,Bud,US,2022-01-15 16:29:35,39.447,-86.1758,26.91,76,100,13.27
468,Frankfort,ZA,2022-01-15 16:29:35,-27.2667,28.4833,65.44,84,100,8.19
469,Port Lincoln,AU,2022-01-15 16:29:36,-34.7333,135.8667,61.47,89,1,6.78
470,Tottori,JP,2022-01-15 16:29:36,35.5,134.2333,36.25,77,4,10.51
471,Great Falls,US,2022-01-15 16:29:37,47.5002,-111.3008,47.41,37,0,23.02
472,Vila Franca Do Campo,PT,2022-01-15 16:29:37,37.7167,-25.4333,60.19,64,74,16.6
473,Otofuke,JP,2022-01-15 16:29:37,42.9917,143.2003,19.81,84,18,5.08
474,Pathein,MM,2022-01-15 16:29:37,16.7833,94.7333,72.28,86,73,5.61
475,Beira,MZ,2022-01-15 16:29:38,-19.8436,34.8389,82.26,71,7,13.2
476,Dicabisagan,PH,2022-01-15 16:29:38,17.0818,122.4157,72.95,81,97,5.82
477,Linxia,CN,2022-01-15 16:29:38,35.6003,103.2064,29.25,38,96,1.86
478,Jacareacanga,BR,2022-01-15 16:29:39,-6.2222,-57.7528,81.1,82,100,1.9
479,Burnie,AU,2022-01-15 16:29:39,-41.0667,145.9167,61.95,78,10,9.82
480,Balotra,IN,2022-01-15 16:29:39,25.8333,72.2333,60.67,36,0,9.44
481,Jaisalmer,IN,2022-01-15 16:29:39,26.9147,70.9181,61.52,38,3,8.97
482,Coihaique,CL,2022-01-15 16:29:40,-45.5752,-72.0662,50.61,76,100,4.61
483,Athabasca,CA,2022-01-15 16:24:47,54.7169,-113.2854,29.89,67,49,14.99
484,Batemans Bay,AU,2022-01-15 16:29:40,-35.7167,150.1833,70.11,89,86,5.32
485,Markova,UA,2022-01-15 16:29:40,48.6758,24.4138,31.59,78,3,8.75
486,Lalmohan,BD,2022-01-15 16:29:40,22.3384,90.7419,68.74,58,0,8.55
487,Yangambi,CD,2022-01-15 16:29:41,0.8102,24.4336,79.75,69,72,2.77
488,Thinadhoo,MV,2022-01-15 16:29:41,0.5333,72.9333,83.26,74,97,12.73
489,Luderitz,NA,2022-01-15 16:29:41,-26.6481,15.1594,70.36,78,37,8.68
490,Batagay-Alyta,RU,2022-01-15 16:29:42,67.8006,130.4114,-30.46,93,89,5.99
491,Grong,NO,2022-01-15 16:29:42,64.4654,12.3149,32.31,98,100,7.7
492,Russell,US,2022-01-15 16:29:42,32.3502,-85.1999,54.68,64,75,0.0
493,Concepcion Del Oro,MX,2022-01-15 16:29:42,24.6333,-101.4167,56.98,23,15,8.14
494,Evensk,RU,2022-01-15 16:29:43,61.95,159.2333,0.86,67,0,13.85
495,Kidal,ML,2022-01-15 16:29:43,18.4411,1.4078,76.44,7,9,13.85
496,Nishihara,JP,2022-01-15 16:29:43,26.1842,127.7558,61.88,73,100,6.91
497,Umm Kaddadah,SD,2022-01-15 16:29:43,13.6017,26.6876,80.44,19,24,11.25
498,Guangyuan,CN,2022-01-15 16:29:44,32.442,105.823,45.84,60,96,1.68
499,Clonakilty,IE,2022-01-15 16:29:44,51.6231,-8.8706,48.09,85,100,6.85
500,Hay River,CA,2022-01-15 16:29:44,60.8156,-115.7999,1.38,78,75,3.44
501,Palana,RU,2022-01-15 16:29:45,59.1167,159.9667,-3.71,92,9,7.31
502,Almaty,KZ,2022-01-15 16:29:45,43.25,76.95,37.31,52,75,6.71
503,Kirksville,US,2022-01-15 16:29:26,40.1948,-92.5833,25.12,94,100,5.01
504,Vikulovo,RU,2022-01-15 16:29:45,56.8167,70.6107,6.93,98,90,8.14
505,Abu Samrah,SY,2022-01-15 16:30:46,35.3029,37.1841,48.88,71,49,15.75
506,Lompoc,US,2022-01-15 16:30:46,34.6391,-120.4579,62.56,67,0,5.75
507,Angoche,MZ,2022-01-15 16:30:46,-16.2325,39.9086,77.95,89,100,8.01
508,Zyryanka,RU,2022-01-15 16:30:47,65.75,150.85,-41.94,100,89,0.49
509,Upington,ZA,2022-01-15 16:30:34,-28.4478,21.2561,71.98,88,75,14.97
510,Vanavara,RU,2022-01-15 16:30:47,60.34,102.2797,-17.45,100,77,1.63
511,Ballina,AU,2022-01-15 16:30:47,-28.8667,153.5667,71.56,56,40,4.61
512,Kaa-Khem,RU,2022-01-15 16:30:48,51.6833,94.7333,-15.56,94,12,2.28
513,Nizwa,OM,2022-01-15 16:30:48,22.9333,57.5333,67.6,44,1,8.16
514,Giaginskaya,RU,2022-01-15 16:30:48,44.8621,40.0719,30.63,88,80,13.33
515,Namwala,ZM,2022-01-15 16:30:49,-15.7504,26.4384,69.26,87,99,5.12
516,Parambu,BR,2022-01-15 16:30:49,-6.2111,-40.6944,83.75,60,86,7.94
517,Wanaka,NZ,2022-01-15 16:30:49,-44.7,169.15,61.11,70,17,3.18
518,Kamsack,CA,2022-01-15 16:30:49,51.5667,-101.9009,23.45,88,96,12.08
519,Masallatah,LY,2022-01-15 16:30:50,32.6167,14.0,52.86,70,66,16.08
520,Rockport,US,2022-01-15 16:30:50,28.0206,-97.0544,57.22,45,0,8.99
521,Kresek,ID,2022-01-15 16:30:50,-6.1314,106.3797,80.11,83,97,3.89
522,Gazanjyk,TM,2022-01-15 16:30:50,39.2446,55.5154,46.11,64,32,12.59
523,Maniitsoq,GL,2022-01-15 16:30:51,65.4167,-52.9,11.07,72,100,8.68
524,Petionville,HT,2022-01-15 16:30:51,18.5125,-72.2853,82.09,51,20,12.66
525,Puri,IN,2022-01-15 16:30:51,19.8,85.85,68.52,77,2,7.76
526,Alfredo Baquerizo Moreno,EC,2022-01-15 16:30:51,-1.9167,-79.5167,79.72,63,99,2.71
527,Chor,PK,2022-01-15 16:30:52,25.5167,69.7667,64.36,30,9,9.17
528,Vorchdorf,AT,2022-01-15 16:30:52,48.0039,13.9212,34.9,91,0,1.79
529,Kedrovyy,RU,2022-01-15 16:30:52,56.1667,91.8167,-15.14,89,13,4.54
530,Lakatoro,VU,2022-01-15 16:30:53,-16.0999,167.4164,79.14,83,78,1.48
531,Staryy Nadym,RU,2022-01-15 16:30:53,65.6118,72.6842,9.0,95,100,15.32
532,Azuaga,ES,2022-01-15 16:30:53,38.2667,-5.6833,52.97,57,26,1.9
533,Opuwo,NA,2022-01-15 16:30:53,-18.0607,13.84,78.1,18,91,17.4
534,Presidente Epitacio,BR,2022-01-15 16:30:54,-21.7633,-52.1156,93.97,37,100,7.0
535,Port-Gentil,GA,2022-01-15 16:30:54,-0.7193,8.7815,79.63,81,98,11.95
536,Grao Mogol,BR,2022-01-15 16:30:54,-16.5594,-42.8897,79.97,45,36,5.93
537,Akureyri,IS,2022-01-15 16:30:54,65.6835,-18.0878,28.33,59,0,8.05
538,Ocampo,MX,2022-01-15 16:30:55,21.65,-101.5,63.61,30,12,10.87
539,Manicore,BR,2022-01-15 16:30:55,-5.8092,-61.3003,94.06,45,78,2.73
540,East Chicago,US,2022-01-15 16:30:55,41.6392,-87.4548,24.85,74,75,11.5
541,North Bend,US,2022-01-15 16:30:56,43.4065,-124.2243,44.85,100,100,3.44
542,Kloulklubed,PW,2022-01-15 16:30:56,7.0419,134.2556,81.1,72,98,20.24
543,Xushan,CN,2022-01-15 16:30:56,30.1764,121.2457,49.96,70,62,0.69
544,Makakilo City,US,2022-01-15 16:30:56,21.3469,-158.0858,69.28,90,0,4.61
545,Sosva,RU,2022-01-15 16:30:57,59.1766,61.8558,7.84,96,98,5.99
546,Dimitrovgrad,RU,2022-01-15 16:30:57,54.2139,49.6184,12.25,92,100,10.45
547,Los Llanos De Aridane,ES,2022-01-15 16:30:57,28.6585,-17.9182,67.75,40,0,19.57
548,Comarapa,BO,2022-01-15 16:30:58,-17.9,-64.4833,72.09,53,11,9.15
549,Krugersdorp,ZA,2022-01-15 16:27:38,-26.0858,27.7752,74.52,66,100,5.35
550,Rossano,IT,2022-01-15 16:30:58,39.5751,16.6349,45.57,82,0,2.68
551,Sao Jose Da Coroa Grande,BR,2022-01-15 16:30:58,-8.8978,-35.1478,83.79,58,93,9.08
552,Havelock,US,2022-01-15 16:30:59,34.8791,-76.9013,46.38,64,0,1.99
553,Klaebu,NO,2022-01-15 16:31:59,63.2976,10.4826,41.25,92,100,10.4
554,Porto Novo,BJ,2022-01-15 16:31:59,6.4965,2.6036,85.82,69,98,10.2
555,Winton,US,2022-01-15 16:32:00,37.3894,-120.6133,59.34,100,100,0.0
556,Grand-Santi,GF,2022-01-15 16:29:17,4.25,-54.3833,86.05,63,67,4.21
557,Acari,PE,2022-01-15 16:32:00,-15.4311,-74.6158,77.65,71,95,9.53
558,Chirongui,YT,2022-01-15 16:32:00,-12.9319,45.1483,84.13,74,100,9.53
559,Sola,VU,2022-01-15 16:32:01,-13.8833,167.55,81.57,80,97,16.46
560,Filadelfia,US,2022-01-15 16:29:15,39.9523,-75.1638,23.2,31,75,5.01
561,Ostrovnoy,RU,2022-01-15 16:32:01,68.0531,39.5131,20.17,78,100,18.3
562,Namibe,AO,2022-01-15 16:32:01,-15.1961,12.1522,72.03,67,100,8.99
563,Trinidad,BO,2022-01-15 16:32:02,-14.8333,-64.9,87.78,62,40,9.22
564,Soubre,CI,2022-01-15 16:32:02,5.7856,-6.6083,94.59,28,100,3.94
565,Whitianga,NZ,2022-01-15 16:32:02,-36.8333,175.7,59.02,79,45,13.78
566,Akyab,MM,2022-01-15 16:32:03,20.15,92.9,72.16,75,67,6.22
567,Zhanaozen,KZ,2022-01-15 16:32:03,43.3,52.8,36.03,92,100,21.05
568,Along,IN,2022-01-15 16:32:03,28.1667,94.7667,50.22,76,5,2.19
569,Bykovo,RU,2022-01-15 16:32:03,55.6361,38.0803,29.1,74,75,22.37
570,Bundaberg,AU,2022-01-15 16:32:04,-24.85,152.35,71.89,88,3,3.44
571,Kijang,KR,2022-01-15 16:32:04,35.2442,129.2139,29.93,42,0,7.07
572,Granja,BR,2022-01-15 16:32:04,-3.1203,-40.8261,85.53,65,63,6.6
573,Shache,CN,2022-01-15 16:32:04,38.4167,77.2406,26.71,49,57,1.5
574,Calahorra,ES,2022-01-15 16:32:05,42.3051,-1.9652,49.98,52,0,1.5
575,Tessalit,ML,2022-01-15 16:32:05,20.1986,1.0114,67.5,15,1,12.01
576,Pauini,BR,2022-01-15 16:32:05,-7.7136,-66.9764,91.99,48,59,4.72
577,Trapani,IT,2022-01-15 16:32:06,37.8333,12.6667,53.78,87,75,8.05
578,Poum,NC,2022-01-15 16:32:06,-20.2333,164.0167,79.27,80,76,11.74
579,Mazara Del Vallo,IT,2022-01-15 16:32:07,37.6641,12.588,53.55,68,5,14.38
580,Peleduy,RU,2022-01-15 16:32:07,59.6289,112.7406,-3.62,100,100,2.28
581,Hofn,IS,2022-01-15 16:32:07,64.2539,-15.2082,31.26,63,100,18.79
582,Kromy,RU,2022-01-15 16:32:07,52.6876,35.7667,24.98,91,95,15.88
583,Chulym,RU,2022-01-15 16:32:08,55.0997,80.9572,19.17,84,80,21.43
584,Morgan City,US,2022-01-15 16:32:08,29.6994,-91.2068,66.0,94,40,6.91
585,Urla,TR,2022-01-15 16:32:08,38.3229,26.764,53.2,61,0,18.52
586,Naze,JP,2022-01-15 16:32:09,28.3667,129.4833,55.62,68,64,7.9
587,Eregli,TR,2022-01-15 16:32:09,37.5133,34.0467,28.51,92,82,8.43
